country,date,new_cases,new_cases_smoothed,new_cases_smoothed_per_million,new_deaths_smoothed_per_million,stringency_index,reproduction_rate,positive_rate,tests_per_case,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,population
South Africa,2024-09-28,0.0,0.14285715,0.0022901695,0.0,,,,,,,,62378417.0
South Africa,2024-09-29,0.0,0.14285715,0.0022901695,0.0,,,,,,,,62378417.0
South Africa,2024-09-30,2.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2024-10-01,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2024-10-02,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2024-10-03,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2024-10-04,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2024-10-05,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2024-10-06,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2024-10-07,4.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2024-10-08,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2024-10-09,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2024-10-10,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2024-10-11,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2024-10-12,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2024-10-13,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2024-10-14,2.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2024-10-15,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2024-10-16,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2024-10-17,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2024-10-18,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2024-10-19,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2024-10-20,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2024-10-21,4.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2024-10-22,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2024-10-23,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2024-10-24,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2024-10-25,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2024-10-26,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2024-10-27,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2024-10-28,2.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2024-10-29,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2024-10-30,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2024-10-31,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2024-11-01,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2024-11-02,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2024-11-03,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2024-11-04,5.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2024-11-05,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2024-11-06,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2024-11-07,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2024-11-08,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2024-11-09,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2024-11-10,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2024-11-11,6.0,0.85714287,0.013741016,0.0,,,,,,,,62378417.0
South Africa,2024-11-12,0.0,0.85714287,0.013741016,0.0,,,,,,,,62378417.0
South Africa,2024-11-13,0.0,0.85714287,0.013741016,0.0,,,,,,,,62378417.0
South Africa,2024-11-14,0.0,0.85714287,0.013741016,0.0,,,,,,,,62378417.0
South Africa,2024-11-15,0.0,0.85714287,0.013741016,0.0,,,,,,,,62378417.0
South Africa,2024-11-16,0.0,0.85714287,0.013741016,0.0,,,,,,,,62378417.0
South Africa,2024-11-17,0.0,0.85714287,0.013741016,0.0,,,,,,,,62378417.0
South Africa,2024-11-18,5.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2024-11-19,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2024-11-20,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2024-11-21,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2024-11-22,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2024-11-23,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2024-11-24,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2024-11-25,6.0,0.85714287,0.013741016,0.0,,,,,,,,62378417.0
South Africa,2024-11-26,0.0,0.85714287,0.013741016,0.0,,,,,,,,62378417.0
South Africa,2024-11-27,0.0,0.85714287,0.013741016,0.0,,,,,,,,62378417.0
South Africa,2024-11-28,0.0,0.85714287,0.013741016,0.0,,,,,,,,62378417.0
South Africa,2024-11-29,0.0,0.85714287,0.013741016,0.0,,,,,,,,62378417.0
South Africa,2024-11-30,0.0,0.85714287,0.013741016,0.0,,,,,,,,62378417.0
South Africa,2024-12-01,0.0,0.85714287,0.013741016,0.0,,,,,,,,62378417.0
South Africa,2024-12-02,8.0,1.1428572,0.018321356,0.0,,,,,,,,62378417.0
South Africa,2024-12-03,0.0,1.1428572,0.018321356,0.0,,,,,,,,62378417.0
South Africa,2024-12-04,0.0,1.1428572,0.018321356,0.0,,,,,,,,62378417.0
South Africa,2024-12-05,0.0,1.1428572,0.018321356,0.0,,,,,,,,62378417.0
South Africa,2024-12-06,0.0,1.1428572,0.018321356,0.0,,,,,,,,62378417.0
South Africa,2024-12-07,0.0,1.1428572,0.018321356,0.0,,,,,,,,62378417.0
South Africa,2024-12-08,0.0,1.1428572,0.018321356,0.0,,,,,,,,62378417.0
South Africa,2024-12-09,7.0,1.0,0.016031185,0.0,,,,,,,,62378417.0
South Africa,2024-12-10,0.0,1.0,0.016031185,0.0,,,,,,,,62378417.0
South Africa,2024-12-11,0.0,1.0,0.016031185,0.0,,,,,,,,62378417.0
South Africa,2024-12-12,0.0,1.0,0.016031185,0.0,,,,,,,,62378417.0
South Africa,2024-12-13,0.0,1.0,0.016031185,0.0,,,,,,,,62378417.0
South Africa,2024-12-14,0.0,1.0,0.016031185,0.0,,,,,,,,62378417.0
South Africa,2024-12-15,0.0,1.0,0.016031185,0.0,,,,,,,,62378417.0
South Africa,2024-12-16,5.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2024-12-17,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2024-12-18,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2024-12-19,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2024-12-20,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2024-12-21,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2024-12-22,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2024-12-23,1.0,0.14285715,0.0022901695,0.0,,,,,,,,62378417.0
South Africa,2024-12-24,0.0,0.14285715,0.0022901695,0.0,,,,,,,,62378417.0
South Africa,2024-12-25,0.0,0.14285715,0.0022901695,0.0,,,,,,,,62378417.0
South Africa,2024-12-26,0.0,0.14285715,0.0022901695,0.0,,,,,,,,62378417.0
South Africa,2024-12-27,0.0,0.14285715,0.0022901695,0.0,,,,,,,,62378417.0
South Africa,2024-12-28,0.0,0.14285715,0.0022901695,0.0,,,,,,,,62378417.0
South Africa,2024-12-29,0.0,0.14285715,0.0022901695,0.0,,,,,,,,62378417.0
South Africa,2024-12-30,10.0,1.4285715,0.022901693,0.0,,,,,,,,62378417.0
South Africa,2024-12-31,0.0,1.4285715,0.022901693,0.0,,,,,,,,62378417.0
South Africa,2025-01-01,0.0,1.4285715,0.022901693,0.0,,,,,,,,62378417.0
South Africa,2025-01-02,0.0,1.4285715,0.022901693,0.0,,,,,,,,62378417.0
South Africa,2025-01-03,0.0,1.4285715,0.022901693,0.0,,,,,,,,62378417.0
South Africa,2025-01-04,0.0,1.4285715,0.022901693,0.0,,,,,,,,62378417.0
South Africa,2025-01-05,0.0,1.4285715,0.022901693,0.0,,,,,,,,62378417.0
South Africa,2025-01-06,12.0,1.7142857,0.027482033,0.0,,,,,,,,62378417.0
South Africa,2025-01-07,0.0,1.7142857,0.027482033,0.0,,,,,,,,62378417.0
South Africa,2025-01-08,0.0,1.7142857,0.027482033,0.0,,,,,,,,62378417.0
South Africa,2025-01-09,0.0,1.7142857,0.027482033,0.0,,,,,,,,62378417.0
South Africa,2025-01-10,0.0,1.7142857,0.027482033,0.0,,,,,,,,62378417.0
South Africa,2025-01-11,0.0,1.7142857,0.027482033,0.0,,,,,,,,62378417.0
South Africa,2025-01-12,0.0,1.7142857,0.027482033,0.0,,,,,,,,62378417.0
South Africa,2025-01-13,12.0,1.7142857,0.027482033,0.0,,,,,,,,62378417.0
South Africa,2025-01-14,0.0,1.7142857,0.027482033,0.0,,,,,,,,62378417.0
South Africa,2025-01-15,0.0,1.7142857,0.027482033,0.0,,,,,,,,62378417.0
South Africa,2025-01-16,0.0,1.7142857,0.027482033,0.0,,,,,,,,62378417.0
South Africa,2025-01-17,0.0,1.7142857,0.027482033,0.0,,,,,,,,62378417.0
South Africa,2025-01-18,0.0,1.7142857,0.027482033,0.0,,,,,,,,62378417.0
South Africa,2025-01-19,0.0,1.7142857,0.027482033,0.0,,,,,,,,62378417.0
South Africa,2025-01-20,10.0,1.4285715,0.022901693,0.0,,,,,,,,62378417.0
South Africa,2025-01-21,0.0,1.4285715,0.022901693,0.0,,,,,,,,62378417.0
South Africa,2025-01-22,0.0,1.4285715,0.022901693,0.0,,,,,,,,62378417.0
South Africa,2025-01-23,0.0,1.4285715,0.022901693,0.0,,,,,,,,62378417.0
South Africa,2025-01-24,0.0,1.4285715,0.022901693,0.0,,,,,,,,62378417.0
South Africa,2025-01-25,0.0,1.4285715,0.022901693,0.0,,,,,,,,62378417.0
South Africa,2025-01-26,0.0,1.4285715,0.022901693,0.0,,,,,,,,62378417.0
South Africa,2025-01-27,7.0,1.0,0.016031185,0.0,,,,,,,,62378417.0
South Africa,2025-01-28,0.0,1.0,0.016031185,0.0,,,,,,,,62378417.0
South Africa,2025-01-29,0.0,1.0,0.016031185,0.0,,,,,,,,62378417.0
South Africa,2025-01-30,0.0,1.0,0.016031185,0.0,,,,,,,,62378417.0
South Africa,2025-01-31,0.0,1.0,0.016031185,0.0,,,,,,,,62378417.0
South Africa,2025-02-01,0.0,1.0,0.016031185,0.0,,,,,,,,62378417.0
South Africa,2025-02-02,0.0,1.0,0.016031185,0.0,,,,,,,,62378417.0
South Africa,2025-02-03,7.0,1.0,0.016031185,0.0,,,,,,,,62378417.0
South Africa,2025-02-04,0.0,1.0,0.016031185,0.0,,,,,,,,62378417.0
South Africa,2025-02-05,0.0,1.0,0.016031185,0.0,,,,,,,,62378417.0
South Africa,2025-02-06,0.0,1.0,0.016031185,0.0,,,,,,,,62378417.0
South Africa,2025-02-07,0.0,1.0,0.016031185,0.0,,,,,,,,62378417.0
South Africa,2025-02-08,0.0,1.0,0.016031185,0.0,,,,,,,,62378417.0
South Africa,2025-02-09,0.0,1.0,0.016031185,0.0,,,,,,,,62378417.0
South Africa,2025-02-10,10.0,1.4285715,0.022901693,0.0,,,,,,,,62378417.0
South Africa,2025-02-11,0.0,1.4285715,0.022901693,0.0,,,,,,,,62378417.0
South Africa,2025-02-12,0.0,1.4285715,0.022901693,0.0,,,,,,,,62378417.0
South Africa,2025-02-13,0.0,1.4285715,0.022901693,0.0,,,,,,,,62378417.0
South Africa,2025-02-14,0.0,1.4285715,0.022901693,0.0,,,,,,,,62378417.0
South Africa,2025-02-15,0.0,1.4285715,0.022901693,0.0,,,,,,,,62378417.0
South Africa,2025-02-16,0.0,1.4285715,0.022901693,0.0,,,,,,,,62378417.0
South Africa,2025-02-17,2.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-02-18,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-02-19,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-02-20,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-02-21,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-02-22,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-02-23,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-02-24,5.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2025-02-25,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2025-02-26,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2025-02-27,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2025-02-28,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2025-03-01,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2025-03-02,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2025-03-03,5.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2025-03-04,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2025-03-05,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2025-03-06,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2025-03-07,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2025-03-08,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2025-03-09,0.0,0.71428573,0.011450847,0.0,,,,,,,,62378417.0
South Africa,2025-03-10,2.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-03-11,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-03-12,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-03-13,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-03-14,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-03-15,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-03-16,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-03-17,4.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2025-03-18,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2025-03-19,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2025-03-20,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2025-03-21,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2025-03-22,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2025-03-23,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2025-03-24,4.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2025-03-25,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2025-03-26,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2025-03-27,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2025-03-28,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2025-03-29,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2025-03-30,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2025-03-31,2.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-04-01,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-04-02,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-04-03,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-04-04,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-04-05,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-04-06,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-04-07,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-04-08,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-04-09,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-04-10,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-04-11,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-04-12,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-04-13,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-04-14,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-04-15,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-04-16,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-04-17,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-04-18,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-04-19,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-04-20,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-04-21,1.0,0.14285715,0.0022901695,0.0,,,,,,,,62378417.0
South Africa,2025-04-22,0.0,0.14285715,0.0022901695,0.0,,,,,,,,62378417.0
South Africa,2025-04-23,0.0,0.14285715,0.0022901695,0.0,,,,,,,,62378417.0
South Africa,2025-04-24,0.0,0.14285715,0.0022901695,0.0,,,,,,,,62378417.0
South Africa,2025-04-25,0.0,0.14285715,0.0022901695,0.0,,,,,,,,62378417.0
South Africa,2025-04-26,0.0,0.14285715,0.0022901695,0.0,,,,,,,,62378417.0
South Africa,2025-04-27,0.0,0.14285715,0.0022901695,0.0,,,,,,,,62378417.0
South Africa,2025-04-28,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-04-29,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-04-30,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-05-01,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-05-02,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-05-03,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-05-04,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-05-05,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-05-06,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-05-07,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-05-08,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-05-09,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-05-10,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-05-11,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-05-12,2.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-05-13,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-05-14,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-05-15,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-05-16,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-05-17,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-05-18,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-05-19,3.0,0.42857143,0.006870508,0.0,,,,,,,,62378417.0
South Africa,2025-05-20,0.0,0.42857143,0.006870508,0.0,,,,,,,,62378417.0
South Africa,2025-05-21,0.0,0.42857143,0.006870508,0.0,,,,,,,,62378417.0
South Africa,2025-05-22,0.0,0.42857143,0.006870508,0.0,,,,,,,,62378417.0
South Africa,2025-05-23,0.0,0.42857143,0.006870508,0.0,,,,,,,,62378417.0
South Africa,2025-05-24,0.0,0.42857143,0.006870508,0.0,,,,,,,,62378417.0
South Africa,2025-05-25,0.0,0.42857143,0.006870508,0.0,,,,,,,,62378417.0
South Africa,2025-05-26,4.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2025-05-27,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2025-05-28,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2025-05-29,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2025-05-30,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2025-05-31,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2025-06-01,0.0,0.5714286,0.009160678,0.0,,,,,,,,62378417.0
South Africa,2025-06-02,3.0,0.42857143,0.006870508,0.0,,,,,,,,62378417.0
South Africa,2025-06-03,0.0,0.42857143,0.006870508,0.0,,,,,,,,62378417.0
South Africa,2025-06-04,0.0,0.42857143,0.006870508,0.0,,,,,,,,62378417.0
South Africa,2025-06-05,0.0,0.42857143,0.006870508,0.0,,,,,,,,62378417.0
South Africa,2025-06-06,0.0,0.42857143,0.006870508,0.0,,,,,,,,62378417.0
South Africa,2025-06-07,0.0,0.42857143,0.006870508,0.0,,,,,,,,62378417.0
South Africa,2025-06-08,0.0,0.42857143,0.006870508,0.0,,,,,,,,62378417.0
South Africa,2025-06-09,3.0,0.42857143,0.006870508,0.0,,,,,,,,62378417.0
South Africa,2025-06-10,0.0,0.42857143,0.006870508,0.0,,,,,,,,62378417.0
South Africa,2025-06-11,0.0,0.42857143,0.006870508,0.0,,,,,,,,62378417.0
South Africa,2025-06-12,0.0,0.42857143,0.006870508,0.0,,,,,,,,62378417.0
South Africa,2025-06-13,0.0,0.42857143,0.006870508,0.0,,,,,,,,62378417.0
South Africa,2025-06-14,0.0,0.42857143,0.006870508,0.0,,,,,,,,62378417.0
South Africa,2025-06-15,0.0,0.42857143,0.006870508,0.0,,,,,,,,62378417.0
South Africa,2025-06-16,1.0,0.14285715,0.0022901695,0.0,,,,,,,,62378417.0
South Africa,2025-06-17,0.0,0.14285715,0.0022901695,0.0,,,,,,,,62378417.0
South Africa,2025-06-18,0.0,0.14285715,0.0022901695,0.0,,,,,,,,62378417.0
South Africa,2025-06-19,0.0,0.14285715,0.0022901695,0.0,,,,,,,,62378417.0
South Africa,2025-06-20,0.0,0.14285715,0.0022901695,0.0,,,,,,,,62378417.0
South Africa,2025-06-21,0.0,0.14285715,0.0022901695,0.0,,,,,,,,62378417.0
South Africa,2025-06-22,0.0,0.14285715,0.0022901695,0.0,,,,,,,,62378417.0
South Africa,2025-06-23,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-06-24,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-06-25,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-06-26,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-06-27,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-06-28,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-06-29,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-06-30,2.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-07-01,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-07-02,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-07-03,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-07-04,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-07-05,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-07-06,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-07-07,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-07-08,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-07-09,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-07-10,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-07-11,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-07-12,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-07-13,0.0,0.0,0.0,0.0,,,,,,,,62378417.0
South Africa,2025-07-14,3.0,0.42857143,0.006870508,0.0,,,,,,,,62378417.0
South Africa,2025-07-15,0.0,0.42857143,0.006870508,0.0,,,,,,,,62378417.0
South Africa,2025-07-16,0.0,0.42857143,0.006870508,0.0,,,,,,,,62378417.0
South Africa,2025-07-17,0.0,0.42857143,0.006870508,0.0,,,,,,,,62378417.0
South Africa,2025-07-18,0.0,0.42857143,0.006870508,0.0,,,,,,,,62378417.0
South Africa,2025-07-19,0.0,0.42857143,0.006870508,0.0,,,,,,,,62378417.0
South Africa,2025-07-20,0.0,0.42857143,0.006870508,0.0,,,,,,,,62378417.0
South Africa,2025-07-21,7.0,1.0,0.016031185,0.0,,,,,,,,62378417.0
South Africa,2025-07-22,0.0,1.0,0.016031185,0.0,,,,,,,,62378417.0
South Africa,2025-07-23,0.0,1.0,0.016031185,0.0,,,,,,,,62378417.0
South Africa,2025-07-24,0.0,1.0,0.016031185,0.0,,,,,,,,62378417.0
South Africa,2025-07-25,0.0,1.0,0.016031185,0.0,,,,,,,,62378417.0
South Africa,2025-07-26,0.0,1.0,0.016031185,0.0,,,,,,,,62378417.0
South Africa,2025-07-27,0.0,1.0,0.016031185,0.0,,,,,,,,62378417.0
South Africa,2025-07-28,2.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-07-29,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-07-30,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-07-31,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-08-01,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-08-02,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-08-03,0.0,0.2857143,0.004580339,0.0,,,,,,,,62378417.0
South Africa,2025-08-04,8.0,1.1428572,0.018321356,0.0,,,,,,,,62378417.0
South Africa,2025-08-05,0.0,1.1428572,0.018321356,0.0,,,,,,,,62378417.0
