wave_id,province,variant,wave_start,day,date,reported_cases
W025,Heilongjiang,Alpha,2020-01-23,12,2020-02-04,34.0
W025,Heilongjiang,Alpha,2020-01-23,13,2020-02-05,35.0
W025,Heilongjiang,Alpha,2020-01-23,14,2020-02-06,37.0
W025,Heilongjiang,Alpha,2020-01-23,15,2020-02-07,50.0
W025,Heilongjiang,Alpha,2020-01-23,16,2020-02-08,18.0
W025,Heilongjiang,Alpha,2020-01-23,17,2020-02-09,12.0
W025,Heilongjiang,Alpha,2020-01-23,18,2020-02-10,24.0
W025,Heilongjiang,Alpha,2020-01-23,19,2020-02-11,29.0
W025,Heilongjiang,Alpha,2020-01-23,20,2020-02-12,18.0
W025,Heilongjiang,Alpha,2020-01-23,21,2020-02-13,17.0
W025,Heilongjiang,Alpha,2020-01-23,22,2020-02-14,24.0
W025,Heilongjiang,Alpha,2020-01-23,23,2020-02-15,6.0
W025,Heilongjiang,Alpha,2020-01-23,24,2020-02-16,20.0
W025,Heilongjiang,Alpha,2020-01-23,25,2020-02-17,12.0
W025,Heilongjiang,Alpha,2020-01-23,26,2020-02-18,7.0
W025,Heilongjiang,Alpha,2020-01-23,27,2020-02-19,6.0
W025,Heilongjiang,Alpha,2020-01-23,28,2020-02-20,6.0
W025,Heilongjiang,Alpha,2020-01-23,29,2020-02-21,3.0
W025,Heilongjiang,Alpha,2020-01-23,30,2020-02-22,0.0
W025,Heilongjiang,Alpha,2020-01-23,31,2020-02-23,1.0
W026,Jilin,Alpha,2020-01-23,0,2020-01-23,1.0
W026,Jilin,Alpha,2020-01-23,1,2020-01-24,2.0
W026,Jilin,Alpha,2020-01-23,2,2020-01-25,1.0
W026,Jilin,Alpha,2020-01-23,3,2020-01-26,0.0
W026,Jilin,Alpha,2020-01-23,4,2020-01-27,2.0
W026,Jilin,Alpha,2020-01-23,5,2020-01-28,2.0
W026,Jilin,Alpha,2020-01-23,6,2020-01-29,1.0
W026,Jilin,Alpha,2020-01-23,7,2020-01-30,5.0
W026,Jilin,Alpha,2020-01-23,8,2020-01-31,0.0
W026,Jilin,Alpha,2020-01-23,9,2020-02-01,3.0
W026,Jilin,Alpha,2020-01-23,10,2020-02-02,6.0
W026,Jilin,Alpha,2020-01-23,11,2020-02-03,8.0
W026,Jilin,Alpha,2020-01-23,12,2020-02-04,11.0
W026,Jilin,Alpha,2020-01-23,13,2020-02-05,12.0
W026,Jilin,Alpha,2020-01-23,14,2020-02-06,5.0
W026,Jilin,Alpha,2020-01-23,15,2020-02-07,6.0
W026,Jilin,Alpha,2020-01-23,16,2020-02-08,4.0
W026,Jilin,Alpha,2020-01-23,17,2020-02-09,9.0
W026,Jilin,Alpha,2020-01-23,18,2020-02-10,2.0
W026,Jilin,Alpha,2020-01-23,19,2020-02-11,1.0
W026,Jilin,Alpha,2020-01-23,20,2020-02-12,2.0
W026,Jilin,Alpha,2020-01-23,21,2020-02-13,1.0
W026,Jilin,Alpha,2020-01-23,22,2020-02-14,2.0
W026,Jilin,Alpha,2020-01-23,23,2020-02-15,2.0
W026,Jilin,Alpha,2020-01-23,24,2020-02-16,1.0
W026,Jilin,Alpha,2020-01-23,25,2020-02-17,0.0
W026,Jilin,Alpha,2020-01-23,26,2020-02-18,0.0
W026,Jilin,Alpha,2020-01-23,27,2020-02-19,1.0
W026,Jilin,Alpha,2020-01-23,28,2020-02-20,1.0
W027,Shaanxi,Alpha,2020-01-23,0,2020-01-23,3.0
W027,Shaanxi,Alpha,2020-01-23,1,2020-01-24,2.0
W027,Shaanxi,Alpha,2020-01-23,2,2020-01-25,10.0
W027,Shaanxi,Alpha,2020-01-23,3,2020-01-26,7.0
W027,Shaanxi,Alpha,2020-01-23,4,2020-01-27,13.0
W027,Shaanxi,Alpha,2020-01-23,5,2020-01-28,11.0
W027,Shaanxi,Alpha,2020-01-23,6,2020-01-29,10.0
W027,Shaanxi,Alpha,2020-01-23,7,2020-01-30,7.0
W027,Shaanxi,Alpha,2020-01-23,8,2020-01-31,24.0
W027,Shaanxi,Alpha,2020-01-23,9,2020-02-01,14.0
W027,Shaanxi,Alpha,2020-01-23,10,2020-02-02,15.0
W027,Shaanxi,Alpha,2020-01-23,11,2020-02-03,12.0
W027,Shaanxi,Alpha,2020-01-23,12,2020-02-04,14.0
W027,Shaanxi,Alpha,2020-01-23,13,2020-02-05,23.0
W027,Shaanxi,Alpha,2020-01-23,14,2020-02-06,8.0
W027,Shaanxi,Alpha,2020-01-23,15,2020-02-07,11.0
W027,Shaanxi,Alpha,2020-01-23,16,2020-02-08,11.0
W027,Shaanxi,Alpha,2020-01-23,17,2020-02-09,13.0
W027,Shaanxi,Alpha,2020-01-23,18,2020-02-10,5.0
W027,Shaanxi,Alpha,2020-01-23,19,2020-02-11,6.0
W027,Shaanxi,Alpha,2020-01-23,20,2020-02-12,6.0
W027,Shaanxi,Alpha,2020-01-23,21,2020-02-13,4.0
W027,Shaanxi,Alpha,2020-01-23,22,2020-02-14,1.0
W027,Shaanxi,Alpha,2020-01-23,23,2020-02-15,2.0
W027,Shaanxi,Alpha,2020-01-23,24,2020-02-16,4.0
W027,Shaanxi,Alpha,2020-01-23,25,2020-02-17,4.0
W027,Shaanxi,Alpha,2020-01-23,26,2020-02-18,0.0
W027,Shaanxi,Alpha,2020-01-23,27,2020-02-19,2.0
W027,Shaanxi,Alpha,2020-01-23,28,2020-02-20,3.0
W028,Xinjiang,Alpha,2020-01-23,0,2020-01-23,2.0
W028,Xinjiang,Alpha,2020-01-23,1,2020-01-24,0.0
W028,Xinjiang,Alpha,2020-01-23,2,2020-01-25,1.0
W028,Xinjiang,Alpha,2020-01-23,3,2020-01-26,1.0
W028,Xinjiang,Alpha,2020-01-23,4,2020-01-27,1.0
W028,Xinjiang,Alpha,2020-01-23,5,2020-01-28,5.0
W028,Xinjiang,Alpha,2020-01-23,6,2020-01-29,3.0
W028,Xinjiang,Alpha,2020-01-23,7,2020-01-30,1.0
W028,Xinjiang,Alpha,2020-01-23,8,2020-01-31,3.0
W028,Xinjiang,Alpha,2020-01-23,9,2020-02-01,1.0
W028,Xinjiang,Alpha,2020-01-23,10,2020-02-02,3.0
W028,Xinjiang,Alpha,2020-01-23,11,2020-02-03,3.0
W028,Xinjiang,Alpha,2020-01-23,12,2020-02-04,5.0
W028,Xinjiang,Alpha,2020-01-23,13,2020-02-05,3.0
W028,Xinjiang,Alpha,2020-01-23,14,2020-02-06,4.0
W028,Xinjiang,Alpha,2020-01-23,15,2020-02-07,3.0
W028,Xinjiang,Alpha,2020-01-23,16,2020-02-08,3.0
W028,Xinjiang,Alpha,2020-01-23,17,2020-02-09,3.0
W028,Xinjiang,Alpha,2020-01-23,18,2020-02-10,4.0
W028,Xinjiang,Alpha,2020-01-23,19,2020-02-11,6.0
W028,Xinjiang,Alpha,2020-01-23,20,2020-02-12,4.0
W028,Xinjiang,Alpha,2020-01-23,21,2020-02-13,4.0
W028,Xinjiang,Alpha,2020-01-23,22,2020-02-14,2.0
W028,Xinjiang,Alpha,2020-01-23,23,2020-02-15,5.0
W028,Xinjiang,Alpha,2020-01-23,24,2020-02-16,1.0
W028,Xinjiang,Alpha,2020-01-23,25,2020-02-17,4.0
W028,Xinjiang,Alpha,2020-01-23,26,2020-02-18,1.0
W028,Xinjiang,Alpha,2020-01-23,27,2020-02-19,0.0
W028,Xinjiang,Alpha,2020-01-23,28,2020-02-20,0.0
W028,Xinjiang,Alpha,2020-01-23,29,2020-02-21,2.0
W029,Inner Mongolia,Alpha,2020-01-24,0,2020-01-24,1.0
W029,Inner Mongolia,Alpha,2020-01-24,1,2020-01-25,6.0
W029,Inner Mongolia,Alpha,2020-01-24,2,2020-01-26,0.0
W029,Inner Mongolia,Alpha,2020-01-24,3,2020-01-27,4.0
W029,Inner Mongolia,Alpha,2020-01-24,4,2020-01-28,4.0
W029,Inner Mongolia,Alpha,2020-01-24,5,2020-01-29,1.0
W029,Inner Mongolia,Alpha,2020-01-24,6,2020-01-30,3.0
W029,Inner Mongolia,Alpha,2020-01-24,7,2020-01-31,1.0
W029,Inner Mongolia,Alpha,2020-01-24,8,2020-02-01,3.0
W029,Inner Mongolia,Alpha,2020-01-24,9,2020-02-02,4.0
W029,Inner Mongolia,Alpha,2020-01-24,10,2020-02-03,7.0
W029,Inner Mongolia,Alpha,2020-01-24,11,2020-02-04,1.0
W029,Inner Mongolia,Alpha,2020-01-24,12,2020-02-05,7.0
W029,Inner Mongolia,Alpha,2020-01-24,13,2020-02-06,4.0
W029,Inner Mongolia,Alpha,2020-01-24,14,2020-02-07,4.0
W029,Inner Mongolia,Alpha,2020-01-24,15,2020-02-08,2.0
W029,Inner Mongolia,Alpha,2020-01-24,16,2020-02-09,2.0
W029,Inner Mongolia,Alpha,2020-01-24,17,2020-02-10,4.0
W029,Inner Mongolia,Alpha,2020-01-24,18,2020-02-11,0.0
W029,Inner Mongolia,Alpha,2020-01-24,19,2020-02-12,2.0
W029,Inner Mongolia,Alpha,2020-01-24,20,2020-02-13,1.0
W029,Inner Mongolia,Alpha,2020-01-24,21,2020-02-14,4.0
W029,Inner Mongolia,Alpha,2020-01-24,22,2020-02-15,3.0
W029,Inner Mongolia,Alpha,2020-01-24,23,2020-02-16,2.0
W029,Inner Mongolia,Alpha,2020-01-24,24,2020-02-17,2.0
W029,Inner Mongolia,Alpha,2020-01-24,25,2020-02-18,1.0
W029,Inner Mongolia,Alpha,2020-01-24,26,2020-02-19,2.0
W030,Qinghai,Alpha,2020-01-25,0,2020-01-25,1.0
W030,Qinghai,Alpha,2020-01-25,1,2020-01-26,0.0
W030,Qinghai,Alpha,2020-01-25,2,2020-01-27,5.0
W030,Qinghai,Alpha,2020-01-25,3,2020-01-28,0.0
W030,Qinghai,Alpha,2020-01-25,4,2020-01-29,0.0
W030,Qinghai,Alpha,2020-01-25,5,2020-01-30,2.0
W030,Qinghai,Alpha,2020-01-25,6,2020-01-31,0.0
W030,Qinghai,Alpha,2020-01-25,7,2020-02-01,1.0
W030,Qinghai,Alpha,2020-01-25,8,2020-02-02,2.0
W030,Qinghai,Alpha,2020-01-25,9,2020-02-03,2.0
W030,Qinghai,Alpha,2020-01-25,10,2020-02-04,2.0
W030,Qinghai,Alpha,2020-01-25,11,2020-02-05,2.0
W030,Qinghai,Alpha,2020-01-25,12,2020-02-06,1.0
W031,Beijing,Alpha,2020-06-11,0,2020-06-11,1.0
W031,Beijing,Alpha,2020-06-11,1,2020-06-12,6.0
W031,Beijing,Alpha,2020-06-11,2,2020-06-13,37.0
W031,Beijing,Alpha,2020-06-11,3,2020-06-14,42.0
W031,Beijing,Alpha,2020-06-11,4,2020-06-15,30.0
W031,Beijing,Alpha,2020-06-11,5,2020-06-16,37.0
W031,Beijing,Alpha,2020-06-11,6,2020-06-17,24.0
W031,Beijing,Alpha,2020-06-11,7,2020-06-18,27.0
W031,Beijing,Alpha,2020-06-11,8,2020-06-19,24.0
W031,Beijing,Alpha,2020-06-11,9,2020-06-20,25.0
W031,Beijing,Alpha,2020-06-11,10,2020-06-21,14.0
W031,Beijing,Alpha,2020-06-11,11,2020-06-22,14.0
W031,Beijing,Alpha,2020-06-11,12,2020-06-23,8.0
W031,Beijing,Alpha,2020-06-11,13,2020-06-24,13.0
W031,Beijing,Alpha,2020-06-11,14,2020-06-25,12.0
W031,Beijing,Alpha,2020-06-11,15,2020-06-26,21.0
W031,Beijing,Alpha,2020-06-11,16,2020-06-27,17.0
W031,Beijing,Alpha,2020-06-11,17,2020-06-28,8.0
W031,Beijing,Alpha,2020-06-11,18,2020-06-29,8.0
W031,Beijing,Alpha,2020-06-11,19,2020-06-30,3.0
W031,Beijing,Alpha,2020-06-11,20,2020-07-01,3.0
W031,Beijing,Alpha,2020-06-11,21,2020-07-02,3.0
W031,Beijing,Alpha,2020-06-11,22,2020-07-03,1.0
W031,Beijing,Alpha,2020-06-11,23,2020-07-04,2.0
W031,Beijing,Alpha,2020-06-11,24,2020-07-05,2.0
W031,Beijing,Alpha,2020-06-11,25,2020-07-06,1.0
W031,Beijing,Alpha,2020-06-11,26,2020-07-07,0.0
W031,Beijing,Alpha,2020-06-11,27,2020-07-08,1.0
W031,Beijing,Alpha,2020-06-11,28,2020-07-09,0.0
W031,Beijing,Alpha,2020-06-11,29,2020-07-10,1.0
W032,Xinjiang,Alpha,2020-07-16,0,2020-07-16,6.0
W032,Xinjiang,Alpha,2020-07-16,1,2020-07-17,11.0
W032,Xinjiang,Alpha,2020-07-16,2,2020-07-18,13.0
W032,Xinjiang,Alpha,2020-07-16,3,2020-07-19,17.0
W032,Xinjiang,Alpha,2020-07-16,4,2020-07-20,8.0
W032,Xinjiang,Alpha,2020-07-16,5,2020-07-21,9.0
W032,Xinjiang,Alpha,2020-07-16,6,2020-07-22,18.0
W032,Xinjiang,Alpha,2020-07-16,7,2020-07-23,13.0
W032,Xinjiang,Alpha,2020-07-16,8,2020-07-24,20.0
W032,Xinjiang,Alpha,2020-07-16,9,2020-07-25,22.0
W032,Xinjiang,Alpha,2020-07-16,10,2020-07-26,41.0
W032,Xinjiang,Alpha,2020-07-16,11,2020-07-27,57.0
W032,Xinjiang,Alpha,2020-07-16,12,2020-07-28,89.0
W032,Xinjiang,Alpha,2020-07-16,13,2020-07-29,96.0
W032,Xinjiang,Alpha,2020-07-16,14,2020-07-30,112.0
W032,Xinjiang,Alpha,2020-07-16,15,2020-07-31,31.0
W032,Xinjiang,Alpha,2020-07-16,16,2020-08-01,29.0
W032,Xinjiang,Alpha,2020-07-16,17,2020-08-02,28.0
W032,Xinjiang,Alpha,2020-07-16,18,2020-08-03,28.0
W032,Xinjiang,Alpha,2020-07-16,19,2020-08-04,22.0
W032,Xinjiang,Alpha,2020-07-16,20,2020-08-05,27.0
W032,Xinjiang,Alpha,2020-07-16,21,2020-08-06,26.0
W032,Xinjiang,Alpha,2020-07-16,22,2020-08-07,25.0
W032,Xinjiang,Alpha,2020-07-16,23,2020-08-08,15.0
W032,Xinjiang,Alpha,2020-07-16,24,2020-08-09,14.0
W032,Xinjiang,Alpha,2020-07-16,25,2020-08-10,13.0
W032,Xinjiang,Alpha,2020-07-16,26,2020-08-11,9.0
W032,Xinjiang,Alpha,2020-07-16,27,2020-08-12,8.0
W032,Xinjiang,Alpha,2020-07-16,28,2020-08-13,8.0
W032,Xinjiang,Alpha,2020-07-16,29,2020-08-14,7.0
W032,Xinjiang,Alpha,2020-07-16,30,2020-08-15,4.0
W033,Liaoning,Alpha,2020-07-22,0,2020-07-22,1.0
W033,Liaoning,Alpha,2020-07-22,1,2020-07-23,14.0
W033,Liaoning,Alpha,2020-07-22,2,2020-07-24,36.0
W033,Liaoning,Alpha,2020-07-22,3,2020-07-25,36.0
W033,Liaoning,Alpha,2020-07-22,4,2020-07-26,26.0
W033,Liaoning,Alpha,2020-07-22,5,2020-07-27,18.0
W033,Liaoning,Alpha,2020-07-22,6,2020-07-28,12.0
W033,Liaoning,Alpha,2020-07-22,7,2020-07-29,7.0
W033,Liaoning,Alpha,2020-07-22,8,2020-07-30,17.0
W033,Liaoning,Alpha,2020-07-22,9,2020-07-31,12.0
W033,Liaoning,Alpha,2020-07-22,10,2020-08-01,4.0
W033,Liaoning,Alpha,2020-07-22,11,2020-08-02,8.0
W033,Liaoning,Alpha,2020-07-22,12,2020-08-03,2.0
W033,Liaoning,Alpha,2020-07-22,13,2020-08-04,0.0
W033,Liaoning,Alpha,2020-07-22,14,2020-08-05,3.0
W034,Xinjiang,Alpha,2020-10-24,0,2020-10-24,1.0
W034,Xinjiang,Alpha,2020-10-24,1,2020-10-25,137.0
W034,Xinjiang,Alpha,2020-10-24,2,2020-10-26,26.0
W034,Xinjiang,Alpha,2020-10-24,3,2020-10-27,19.0
W034,Xinjiang,Alpha,2020-10-24,4,2020-10-28,0.0
W034,Xinjiang,Alpha,2020-10-24,5,2020-10-29,14.0
W034,Xinjiang,Alpha,2020-10-24,6,2020-10-30,15.0
W034,Xinjiang,Alpha,2020-10-24,7,2020-10-31,61.0
W034,Xinjiang,Alpha,2020-10-24,8,2020-11-01,7.0
W034,Xinjiang,Alpha,2020-10-24,9,2020-11-02,13.0
W034,Xinjiang,Alpha,2020-10-24,10,2020-11-03,116.0
W034,Xinjiang,Alpha,2020-10-24,11,2020-11-04,2.0
W034,Xinjiang,Alpha,2020-10-24,12,2020-11-05,15.0
W034,Xinjiang,Alpha,2020-10-24,13,2020-11-06,2.0
W034,Xinjiang,Alpha,2020-10-24,14,2020-11-07,2.0
W035,Liaoning,Alpha,2020-12-15,0,2020-12-15,4.0
W035,Liaoning,Alpha,2020-12-15,1,2020-12-16,0.0
W035,Liaoning,Alpha,2020-12-15,2,2020-12-17,2.0
W035,Liaoning,Alpha,2020-12-15,3,2020-12-18,1.0
W035,Liaoning,Alpha,2020-12-15,4,2020-12-19,1.0
W035,Liaoning,Alpha,2020-12-15,5,2020-12-20,1.0
W035,Liaoning,Alpha,2020-12-15,6,2020-12-21,8.0
W035,Liaoning,Alpha,2020-12-15,7,2020-12-22,9.0
W035,Liaoning,Alpha,2020-12-15,8,2020-12-23,8.0
W035,Liaoning,Alpha,2020-12-15,9,2020-12-24,7.0
W035,Liaoning,Alpha,2020-12-15,10,2020-12-25,8.0
W035,Liaoning,Alpha,2020-12-15,11,2020-12-26,10.0
W035,Liaoning,Alpha,2020-12-15,12,2020-12-27,9.0
W035,Liaoning,Alpha,2020-12-15,13,2020-12-28,10.0
W035,Liaoning,Alpha,2020-12-15,14,2020-12-29,6.0
W035,Liaoning,Alpha,2020-12-15,15,2020-12-30,6.0
W035,Liaoning,Alpha,2020-12-15,16,2020-12-31,6.0
W035,Liaoning,Alpha,2020-12-15,17,2021-01-01,6.0
W035,Liaoning,Alpha,2020-12-15,18,2021-01-02,2.0
W035,Liaoning,Alpha,2020-12-15,19,2021-01-03,5.0
W035,Liaoning,Alpha,2020-12-15,20,2021-01-04,3.0
W035,Liaoning,Alpha,2020-12-15,21,2021-01-05,2.0
W035,Liaoning,Alpha,2020-12-15,22,2021-01-06,2.0
W035,Liaoning,Alpha,2020-12-15,23,2021-01-07,2.0
W035,Liaoning,Alpha,2020-12-15,24,2021-01-08,4.0
W035,Liaoning,Alpha,2020-12-15,25,2021-01-09,1.0
W035,Liaoning,Alpha,2020-12-15,26,2021-01-10,0.0
W035,Liaoning,Alpha,2020-12-15,27,2021-01-11,1.0
W036,Hebei,Alpha,2021-01-02,0,2021-01-02,1.0
W036,Hebei,Alpha,2021-01-02,1,2021-01-03,4.0
W036,Hebei,Alpha,2021-01-02,2,2021-01-04,14.0
W036,Hebei,Alpha,2021-01-02,3,2021-01-05,20.0
W036,Hebei,Alpha,2021-01-02,4,2021-01-06,53.0
W036,Hebei,Alpha,2021-01-02,5,2021-01-07,33.0
W036,Hebei,Alpha,2021-01-02,6,2021-01-08,14.0
W036,Hebei,Alpha,2021-01-02,7,2021-01-09,46.0
W036,Hebei,Alpha,2021-01-02,8,2021-01-10,82.0
W036,Hebei,Alpha,2021-01-02,9,2021-01-11,40.0
W036,Hebei,Alpha,2021-01-02,10,2021-01-12,90.0
W036,Hebei,Alpha,2021-01-02,11,2021-01-13,81.0
W036,Hebei,Alpha,2021-01-02,12,2021-01-14,90.0
W036,Hebei,Alpha,2021-01-02,13,2021-01-15,90.0
W036,Hebei,Alpha,2021-01-02,14,2021-01-16,72.0
W036,Hebei,Alpha,2021-01-02,15,2021-01-17,54.0
W036,Hebei,Alpha,2021-01-02,16,2021-01-18,35.0
W036,Hebei,Alpha,2021-01-02,17,2021-01-19,19.0
W036,Hebei,Alpha,2021-01-02,18,2021-01-20,20.0
W036,Hebei,Alpha,2021-01-02,19,2021-01-21,21.0
W036,Hebei,Alpha,2021-01-02,20,2021-01-22,12.0
W036,Hebei,Alpha,2021-01-02,21,2021-01-23,19.0
W036,Hebei,Alpha,2021-01-02,22,2021-01-24,11.0
W036,Hebei,Alpha,2021-01-02,23,2021-01-25,5.0
W036,Hebei,Alpha,2021-01-02,24,2021-01-26,7.0
W036,Hebei,Alpha,2021-01-02,25,2021-01-27,3.0
W036,Hebei,Alpha,2021-01-02,26,2021-01-28,1.0
W036,Hebei,Alpha,2021-01-02,27,2021-01-29,1.0
W036,Hebei,Alpha,2021-01-02,28,2021-01-30,1.0
W036,Hebei,Alpha,2021-01-02,29,2021-01-31,1.0
W036,Hebei,Alpha,2021-01-02,30,2021-02-01,0.0
W036,Hebei,Alpha,2021-01-02,31,2021-02-02,1.0
W036,Hebei,Alpha,2021-01-02,32,2021-02-03,2.0
W037,Heilongjiang,Alpha,2021-01-11,0,2021-01-11,1.0
W037,Heilongjiang,Alpha,2021-01-11,1,2021-01-12,16.0
W037,Heilongjiang,Alpha,2021-01-11,2,2021-01-13,43.0
W037,Heilongjiang,Alpha,2021-01-11,3,2021-01-14,43.0
W037,Heilongjiang,Alpha,2021-01-11,4,2021-01-15,23.0
W037,Heilongjiang,Alpha,2021-01-11,5,2021-01-16,12.0
W037,Heilongjiang,Alpha,2021-01-11,6,2021-01-17,7.0
W037,Heilongjiang,Alpha,2021-01-11,7,2021-01-18,27.0
W037,Heilongjiang,Alpha,2021-01-11,8,2021-01-19,16.0
W037,Heilongjiang,Alpha,2021-01-11,9,2021-01-20,68.0
W037,Heilongjiang,Alpha,2021-01-11,10,2021-01-21,47.0
W037,Heilongjiang,Alpha,2021-01-11,11,2021-01-22,56.0
W037,Heilongjiang,Alpha,2021-01-11,12,2021-01-23,29.0
W037,Heilongjiang,Alpha,2021-01-11,13,2021-01-24,35.0
W037,Heilongjiang,Alpha,2021-01-11,14,2021-01-25,53.0
W037,Heilongjiang,Alpha,2021-01-11,15,2021-01-26,29.0
W037,Heilongjiang,Alpha,2021-01-11,16,2021-01-27,28.0
W037,Heilongjiang,Alpha,2021-01-11,17,2021-01-28,21.0
W037,Heilongjiang,Alpha,2021-01-11,18,2021-01-29,27.0
W037,Heilongjiang,Alpha,2021-01-11,19,2021-01-30,9.0
W037,Heilongjiang,Alpha,2021-01-11,20,2021-01-31,22.0
W037,Heilongjiang,Alpha,2021-01-11,21,2021-02-01,8.0
W037,Heilongjiang,Alpha,2021-01-11,22,2021-02-02,6.0
W037,Heilongjiang,Alpha,2021-01-11,23,2021-02-03,4.0
W037,Heilongjiang,Alpha,2021-01-11,24,2021-02-04,5.0
W037,Heilongjiang,Alpha,2021-01-11,25,2021-02-05,3.0
W038,Jilin,Alpha,2021-01-16,0,2021-01-16,10.0
W038,Jilin,Alpha,2021-01-16,1,2021-01-17,30.0
W038,Jilin,Alpha,2021-01-16,2,2021-01-18,43.0
W038,Jilin,Alpha,2021-01-16,3,2021-01-19,46.0
W038,Jilin,Alpha,2021-01-16,4,2021-01-20,33.0
W038,Jilin,Alpha,2021-01-16,5,2021-01-21,23.0
W038,Jilin,Alpha,2021-01-16,6,2021-01-22,9.0
W038,Jilin,Alpha,2021-01-16,7,2021-01-23,12.0
W038,Jilin,Alpha,2021-01-16,8,2021-01-24,67.0
W038,Jilin,Alpha,2021-01-16,9,2021-01-25,7.0
W038,Jilin,Alpha,2021-01-16,10,2021-01-26,14.0
W038,Jilin,Alpha,2021-01-16,11,2021-01-27,9.0
W038,Jilin,Alpha,2021-01-16,12,2021-01-28,13.0
W038,Jilin,Alpha,2021-01-16,13,2021-01-29,5.0
W038,Jilin,Alpha,2021-01-16,14,2021-01-30,63.0
W038,Jilin,Alpha,2021-01-16,15,2021-01-31,10.0
W038,Jilin,Alpha,2021-01-16,16,2021-02-01,4.0
W038,Jilin,Alpha,2021-01-16,17,2021-02-02,8.0
W038,Jilin,Alpha,2021-01-16,18,2021-02-03,8.0
W038,Jilin,Alpha,2021-01-16,19,2021-02-04,0.0
W038,Jilin,Alpha,2021-01-16,20,2021-02-05,1.0
W038,Jilin,Alpha,2021-01-16,21,2021-02-06,1.0
W039,Yunnan,Alpha,2021-03-30,0,2021-03-30,9.0
W039,Yunnan,Alpha,2021-03-30,1,2021-03-31,29.0
W039,Yunnan,Alpha,2021-03-30,2,2021-04-01,8.0
W039,Yunnan,Alpha,2021-03-30,3,2021-04-02,11.0
W039,Yunnan,Alpha,2021-03-30,4,2021-04-03,8.0
W039,Yunnan,Alpha,2021-03-30,5,2021-04-04,20.0
W039,Yunnan,Alpha,2021-03-30,6,2021-04-05,5.0
W039,Yunnan,Alpha,2021-03-30,7,2021-04-06,2.0
W039,Yunnan,Alpha,2021-03-30,8,2021-04-07,9.0
W039,Yunnan,Alpha,2021-03-30,9,2021-04-08,8.0
W039,Yunnan,Alpha,2021-03-30,10,2021-04-09,0.0
W039,Yunnan,Alpha,2021-03-30,11,2021-04-10,0.0
W039,Yunnan,Alpha,2021-03-30,12,2021-04-11,2.0
W039,Yunnan,Alpha,2021-03-30,13,2021-04-12,1.0
W039,Yunnan,Alpha,2021-03-30,14,2021-04-13,1.0
W039,Yunnan,Alpha,2021-03-30,15,2021-04-14,0.0
W039,Yunnan,Alpha,2021-03-30,16,2021-04-15,1.0
W039,Yunnan,Alpha,2021-03-30,17,2021-04-16,1.0
W039,Yunnan,Alpha,2021-03-30,18,2021-04-17,0.0
W039,Yunnan,Alpha,2021-03-30,19,2021-04-18,0.0
W039,Yunnan,Alpha,2021-03-30,20,2021-04-19,1.0
W039,Yunnan,Alpha,2021-03-30,21,2021-04-20,2.0
W040,Guangdong,Delta,2021-05-21,0,2021-05-21,1.0
W040,Guangdong,Delta,2021-05-21,1,2021-05-22,1.0
W040,Guangdong,Delta,2021-05-21,2,2021-05-23,3.0
W040,Guangdong,Delta,2021-05-21,3,2021-05-24,1.0
W040,Guangdong,Delta,2021-05-21,4,2021-05-25,4.0
W040,Guangdong,Delta,2021-05-21,5,2021-05-26,6.0
W040,Guangdong,Delta,2021-05-21,6,2021-05-27,5.0
W040,Guangdong,Delta,2021-05-21,7,2021-05-28,9.0
W040,Guangdong,Delta,2021-05-21,8,2021-05-29,13.0
W040,Guangdong,Delta,2021-05-21,9,2021-05-30,7.0
W040,Guangdong,Delta,2021-05-21,10,2021-05-31,12.0
W040,Guangdong,Delta,2021-05-21,11,2021-06-01,14.0
W040,Guangdong,Delta,2021-05-21,12,2021-06-02,16.0
W040,Guangdong,Delta,2021-05-21,13,2021-06-03,6.0
W040,Guangdong,Delta,2021-05-21,14,2021-06-04,8.0
W040,Guangdong,Delta,2021-05-21,15,2021-06-05,8.0
W040,Guangdong,Delta,2021-05-21,16,2021-06-06,5.0
W040,Guangdong,Delta,2021-05-21,17,2021-06-07,1.0
W040,Guangdong,Delta,2021-05-21,18,2021-06-08,6.0
W040,Guangdong,Delta,2021-05-21,19,2021-06-09,2.0
W040,Guangdong,Delta,2021-05-21,20,2021-06-10,9.0
W040,Guangdong,Delta,2021-05-21,21,2021-06-11,8.0
W040,Guangdong,Delta,2021-05-21,22,2021-06-12,6.0
W040,Guangdong,Delta,2021-05-21,23,2021-06-13,4.0
W040,Guangdong,Delta,2021-05-21,24,2021-06-14,2.0
W040,Guangdong,Delta,2021-05-21,25,2021-06-15,0.0
W040,Guangdong,Delta,2021-05-21,26,2021-06-16,4.0
W040,Guangdong,Delta,2021-05-21,27,2021-06-17,1.0
W040,Guangdong,Delta,2021-05-21,28,2021-06-18,0.0
W040,Guangdong,Delta,2021-05-21,29,2021-06-19,0.0
W040,Guangdong,Delta,2021-05-21,30,2021-06-20,1.0
W040,Guangdong,Delta,2021-05-21,31,2021-06-21,2.0
W041,Yunnan,Delta,2021-07-04,0,2021-07-04,3.0
W041,Yunnan,Delta,2021-07-04,1,2021-07-05,5.0
W041,Yunnan,Delta,2021-07-04,2,2021-07-06,15.0
W041,Yunnan,Delta,2021-07-04,3,2021-07-07,0.0
W041,Yunnan,Delta,2021-07-04,4,2021-07-08,8.0
